No.,QRCODE,SLOT_NO,MAIN_LOADING_TIME,FIRST_IN_DATETIME,LAST_IN_DATETIME,QRCODE
25603,A11F2S2642119387,1,2026-08-19 6:25,25:14.0,25:14.0,A11F2S2642119387
25604,A11F2S2642119373,4,2026-08-19 6:25,25:14.0,25:14.0,A11F2S2642119373
25605,A11F2S2642119370,6,2026-08-19 6:25,25:14.0,25:14.0,A11F2S2642119370
25606,A11F2S2642119372,5,2026-08-19 6:25,25:14.0,25:14.0,A11F2S2642119372
25607,A11F2S2642119397,3,2026-08-19 6:25,25:14.0,25:14.0,A11F2S2642119397
25608,A11F2S2642119386,2,2026-08-19 6:25,25:14.0,25:14.0,A11F2S2642119386
25609,A11F2S2642119308,4,2026-08-19 6:24,25:06.0,25:06.0,A11F2S2642119308
25610,A11F2S2642119374,1,2026-08-19 6:24,25:06.0,25:06.0,A11F2S2642119374
25611,A11F2S2642119360,5,2026-08-19 6:24,25:06.0,25:06.0,A11F2S2642119360
25612,A11F2S2642119367,2,2026-08-19 6:24,25:06.0,25:06.0,A11F2S2642119367
25613,A11F2S2642119359,6,2026-08-19 6:24,25:06.0,25:06.0,A11F2S2642119359
25614,A11F2S2642119377,3,2026-08-19 6:24,25:06.0,25:06.0,A11F2S2642119377
25615,A11F2S2642119522,3,2026-08-19 6:24,24:57.0,24:57.0,A11F2S2642119522
25616,A11F2S2642119378,5,2026-08-19 6:24,24:57.0,24:57.0,A11F2S2642119378
25617,A11F2S2642119524,1,2026-08-19 6:24,24:57.0,24:57.0,A11F2S2642119524
25618,A11F2S2642119375,6,2026-08-19 6:24,24:57.0,24:57.0,A11F2S2642119375
25619,A11F2S2642119523,2,2026-08-19 6:24,24:57.0,24:57.0,A11F2S2642119523
25620,A11F2S2642119379,4,2026-08-19 6:24,24:57.0,24:57.0,A11F2S2642119379
25621,A11F2S2642119516,2,2026-08-19 6:24,24:49.0,24:49.0,A11F2S2642119516
25622,A11F2S2642119514,5,2026-08-19 6:24,24:49.0,24:49.0,A11F2S2642119514
25623,A11F2S2642119515,3,2026-08-19 6:24,24:49.0,24:49.0,A11F2S2642119515
25624,A11F2S2642119497,4,2026-08-19 6:24,24:49.0,24:49.0,A11F2S2642119497
25625,A11F2S2642119517,1,2026-08-19 6:24,24:49.0,24:49.0,A11F2S2642119517
25626,A11F2S2642119513,6,2026-08-19 6:24,24:49.0,24:49.0,A11F2S2642119513
25627,A11F2S2642119506,1,2026-08-19 6:24,24:41.0,24:41.0,A11F2S2642119506
25628,A11F2S2642119503,5,2026-08-19 6:24,24:41.0,24:41.0,A11F2S2642119503
25629,A11F2S2642119504,3,2026-08-19 6:24,24:41.0,24:41.0,A11F2S2642119504
25630,A11F2S2642119502,6,2026-08-19 6:24,24:41.0,24:41.0,A11F2S2642119502
25631,A11F2S2642119487,4,2026-08-19 6:24,24:41.0,24:41.0,A11F2S2642119487
25632,A11F2S2642119505,2,2026-08-19 6:24,24:41.0,24:41.0,A11F2S2642119505
25633,A11F2S2642119396,3,2026-08-19 6:24,24:34.0,24:34.0,A11F2S2642119396
25634,A11F2S2642119415,1,2026-08-19 6:24,24:34.0,24:34.0,A11F2S2642119415
25635,A11F2S2642119495,6,2026-08-19 6:24,24:34.0,24:34.0,A11F2S2642119495
25636,A11F2S2642119413,2,2026-08-19 6:24,24:34.0,24:34.0,A11F2S2642119413
25637,A11F2S2642119521,4,2026-08-19 6:24,24:34.0,24:34.0,A11F2S2642119521
25638,A11F2S2642119496,5,2026-08-19 6:24,24:34.0,24:34.0,A11F2S2642119496
25639,A11F2S2642119405,5,2026-08-19 6:24,24:25.0,24:25.0,A11F2S2642119405
25640,A11F2S2642119433,1,2026-08-19 6:24,24:25.0,24:25.0,A11F2S2642119433
25641,A11F2S2642119431,3,2026-08-19 6:24,24:25.0,24:25.0,A11F2S2642119431
25642,A11F2S2642119406,4,2026-08-19 6:24,24:25.0,24:25.0,A11F2S2642119406
25643,A11F2S2642119432,2,2026-08-19 6:24,24:25.0,24:25.0,A11F2S2642119432
25644,A11F2S2642119404,6,2026-08-19 6:24,24:25.0,24:25.0,A11F2S2642119404
25645,A11F2S2642119420,2,2026-08-19 6:24,24:16.0,24:16.0,A11F2S2642119420
25646,A11F2S2642119421,1,2026-08-19 6:24,24:16.0,24:16.0,A11F2S2642119421
25647,A11F2S2642119393,5,2026-08-19 6:24,24:16.0,24:16.0,A11F2S2642119393
25648,A11F2S2642119395,4,2026-08-19 6:24,24:16.0,24:16.0,A11F2S2642119395
25649,A11F2S2642119392,6,2026-08-19 6:24,24:16.0,24:16.0,A11F2S2642119392
25650,A11F2S2642119419,3,2026-08-19 6:24,24:16.0,24:16.0,A11F2S2642119419
25651,A11F2S2642119411,5,2026-08-19 6:24,24:09.0,24:09.0,A11F2S2642119411
25652,A11F2S2642119529,2,2026-08-19 6:24,24:09.0,24:09.0,A11F2S2642119529
25653,A11F2S2642119412,4,2026-08-19 6:24,24:09.0,24:09.0,A11F2S2642119412
25654,A11F2S2642119410,6,2026-08-19 6:24,24:09.0,24:09.0,A11F2S2642119410
25655,A11F2S2642119528,3,2026-08-19 6:24,24:09.0,24:09.0,A11F2S2642119528
25656,A11F2S2642119530,1,2026-08-19 6:24,24:09.0,24:09.0,A11F2S2642119530
25657,A11F2S2642119543,4,2026-08-19 6:23,24:00.0,24:00.0,A11F2S2642119543
25658,A11F2S2642119520,5,2026-08-19 6:23,24:00.0,24:00.0,A11F2S2642119520
25659,A11F2S2642119519,6,2026-08-19 6:23,24:00.0,24:00.0,A11F2S2642119519
25660,A11F2S2642119546,1,2026-08-19 6:23,24:00.0,24:00.0,A11F2S2642119546
25661,A11F2S2642119544,3,2026-08-19 6:23,24:00.0,24:00.0,A11F2S2642119544
25662,A11F2S2642119545,2,2026-08-19 6:23,24:00.0,24:00.0,A11F2S2642119545
25663,A11F2S2642119518,6,2026-08-19 6:23,23:52.0,23:52.0,A11F2S2642119518
25664,A11F2S2642119508,5,2026-08-19 6:23,23:52.0,23:52.0,A11F2S2642119508
25665,A11F2S2642119534,2,2026-08-19 6:23,23:52.0,23:52.0,A11F2S2642119534
25666,A11F2S2642119533,3,2026-08-19 6:23,23:52.0,23:52.0,A11F2S2642119533
25667,A11F2S2642119532,4,2026-08-19 6:23,23:52.0,23:52.0,A11F2S2642119532
25668,A11F2S2642119535,1,2026-08-19 6:23,23:52.0,23:52.0,A11F2S2642119535
25669,A11F2S2642119527,4,2026-08-19 6:23,23:44.0,23:44.0,A11F2S2642119527
25670,A11F2S2642119846,2,2026-08-19 6:23,23:44.0,23:44.0,A11F2S2642119846
25671,A11F2S2642119525,6,2026-08-19 6:23,23:44.0,23:44.0,A11F2S2642119525
25672,A11F2S2642119526,5,2026-08-19 6:23,23:44.0,23:44.0,A11F2S2642119526
25673,A11F2S2642119845,3,2026-08-19 6:23,23:44.0,23:44.0,A11F2S2642119845
25674,A11F2S2642119847,1,2026-08-19 6:23,23:44.0,23:44.0,A11F2S2642119847
25675,A11F2S2642119853,1,2026-08-19 6:23,23:36.0,23:36.0,A11F2S2642119853
25676,A11F2S2642119851,3,2026-08-19 6:23,23:36.0,23:36.0,A11F2S2642119851
25677,A11F2S2642119848,6,2026-08-19 6:23,23:36.0,23:36.0,A11F2S2642119848
25678,A11F2S2642119862,4,2026-08-19 6:23,23:36.0,23:36.0,A11F2S2642119862
25679,A11F2S2642119849,5,2026-08-19 6:23,23:36.0,23:36.0,A11F2S2642119849
25680,A11F2S2642119852,2,2026-08-19 6:23,23:36.0,23:36.0,A11F2S2642119852
25681,A11F2S2642119838,5,2026-08-19 6:23,23:28.0,23:28.0,A11F2S2642119838
25682,A11F2S2642119840,2,2026-08-19 6:23,23:28.0,23:28.0,A11F2S2642119840
25683,A11F2S2642119837,6,2026-08-19 6:23,23:28.0,23:28.0,A11F2S2642119837
25684,A11F2S2642119850,4,2026-08-19 6:23,23:28.0,23:28.0,A11F2S2642119850
25685,A11F2S2642119839,3,2026-08-19 6:23,23:28.0,23:28.0,A11F2S2642119839
25686,A11F2S2642119841,1,2026-08-19 6:23,23:28.0,23:28.0,A11F2S2642119841
25687,A11F2S2642119843,5,2026-08-19 6:23,23:19.0,23:19.0,A11F2S2642119843
25688,A11F2S2642119564,1,2026-08-19 6:23,23:19.0,23:19.0,A11F2S2642119564
25689,A11F2S2642119856,4,2026-08-19 6:23,23:19.0,23:19.0,A11F2S2642119856
25690,A11F2S2642119562,3,2026-08-19 6:23,23:19.0,23:19.0,A11F2S2642119562
25691,A11F2S2642119842,6,2026-08-19 6:23,23:19.0,23:19.0,A11F2S2642119842
25692,A11F2S2642119563,2,2026-08-19 6:23,23:19.0,23:19.0,A11F2S2642119563
25693,A11F2S2642119579,4,2026-08-19 6:23,23:11.0,23:11.0,A11F2S2642119579
25694,A11F2S2642119565,6,2026-08-19 6:23,23:11.0,23:11.0,A11F2S2642119565
25695,A11F2S2642119581,2,2026-08-19 6:23,23:11.0,23:11.0,A11F2S2642119581
25696,A11F2S2642119582,1,2026-08-19 6:23,23:11.0,23:11.0,A11F2S2642119582
25697,A11F2S2642119566,5,2026-08-19 6:23,23:11.0,23:11.0,A11F2S2642119566
25698,A11F2S2642119580,3,2026-08-19 6:23,23:11.0,23:11.0,A11F2S2642119580
25699,A11F2S2642119568,3,2026-08-19 6:22,23:03.0,23:03.0,A11F2S2642119568
25700,A11F2S2642119567,4,2026-08-19 6:22,23:03.0,23:03.0,A11F2S2642119567
25701,A11F2S2642119570,1,2026-08-19 6:22,23:03.0,23:03.0,A11F2S2642119570
25702,A11F2S2642119569,2,2026-08-19 6:22,23:03.0,23:03.0,A11F2S2642119569
25703,A11F2S2642119553,6,2026-08-19 6:22,23:03.0,23:03.0,A11F2S2642119553
25704,A11F2S2642119554,5,2026-08-19 6:22,23:03.0,23:03.0,A11F2S2642119554
25705,A11F2S2642119571,6,2026-08-19 6:22,22:55.0,22:55.0,A11F2S2642119571
25706,A11F2S2642119572,5,2026-08-19 6:22,22:55.0,22:55.0,A11F2S2642119572
25707,A11F2S2642119823,2,2026-08-19 6:22,22:55.0,22:55.0,A11F2S2642119823
25708,A11F2S2642119561,4,2026-08-19 6:22,22:55.0,22:55.0,A11F2S2642119561
25709,A11F2S2642119822,3,2026-08-19 6:22,22:55.0,22:55.0,A11F2S2642119822
25710,A11F2S2642119824,1,2026-08-19 6:22,22:55.0,22:55.0,A11F2S2642119824
25711,A11F2S2642119834,3,2026-08-19 6:22,22:46.0,22:46.0,A11F2S2642119834
25712,A11F2S2642119826,5,2026-08-19 6:22,22:46.0,22:46.0,A11F2S2642119826
25713,A11F2S2642119836,1,2026-08-19 6:22,22:46.0,22:46.0,A11F2S2642119836
25714,A11F2S2642119825,6,2026-08-19 6:22,22:46.0,22:46.0,A11F2S2642119825
25715,A11F2S2642119835,2,2026-08-19 6:22,22:46.0,22:46.0,A11F2S2642119835
25716,A11F2S2642119833,4,2026-08-19 6:22,22:46.0,22:46.0,A11F2S2642119833
25717,A11F2S2642119814,1,2026-08-19 6:22,22:38.0,22:38.0,A11F2S2642119814
25718,A11F2S2642119797,6,2026-08-19 6:22,22:38.0,22:38.0,A11F2S2642119797
25719,A11F2S2642119812,2,2026-08-19 6:22,22:38.0,22:38.0,A11F2S2642119812
25720,A11F2S2642119809,4,2026-08-19 6:22,22:38.0,22:38.0,A11F2S2642119809
25721,A11F2S2642119815,5,2026-08-19 6:22,22:38.0,22:38.0,A11F2S2642119815
25722,A11F2S2642119811,3,2026-08-19 6:22,22:38.0,22:38.0,A11F2S2642119811
25723,A11F2S2642119685,3,2026-08-19 6:22,22:30.0,22:30.0,A11F2S2642119685
25724,A11F2S2642119821,4,2026-08-19 6:22,22:30.0,22:30.0,A11F2S2642119821
25725,A11F2S2642119803,6,2026-08-19 6:22,22:30.0,22:30.0,A11F2S2642119803
25726,A11F2S2642119810,5,2026-08-19 6:22,22:30.0,22:30.0,A11F2S2642119810
25727,A11F2S2642119686,2,2026-08-19 6:22,22:30.0,22:30.0,A11F2S2642119686
25728,A11F2S2642119675,1,2026-08-19 6:22,22:30.0,22:30.0,A11F2S2642119675
25729,A11F2S2642119692,3,2026-08-19 6:22,22:22.0,22:22.0,A11F2S2642119692
25730,A11F2S2642119691,4,2026-08-19 6:22,22:22.0,22:22.0,A11F2S2642119691
25731,A11F2S2642119676,6,2026-08-19 6:22,22:22.0,22:22.0,A11F2S2642119676
25732,A11F2S2642119681,2,2026-08-19 6:22,22:22.0,22:22.0,A11F2S2642119681
25733,A11F2S2642119677,5,2026-08-19 6:22,22:22.0,22:22.0,A11F2S2642119677
25734,A11F2S2642119682,1,2026-08-19 6:22,22:22.0,22:22.0,A11F2S2642119682
25735,A11F2S2642119665,6,2026-08-19 6:22,22:14.0,22:14.0,A11F2S2642119665
25736,A11F2S2642119669,2,2026-08-19 6:22,22:14.0,22:14.0,A11F2S2642119669
25737,A11F2S2642119679,4,2026-08-19 6:22,22:14.0,22:14.0,A11F2S2642119679
25738,A11F2S2642119670,1,2026-08-19 6:22,22:14.0,22:14.0,A11F2S2642119670
25739,A11F2S2642119680,3,2026-08-19 6:22,22:14.0,22:14.0,A11F2S2642119680
25740,A11F2S2642119652,5,2026-08-19 6:22,22:14.0,22:14.0,A11F2S2642119652
25741,A11F2S2642119690,5,2026-08-19 6:21,22:07.0,22:07.0,A11F2S2642119690
25742,A11F2S2642119774,3,2026-08-19 6:21,22:07.0,22:07.0,A11F2S2642119774
25743,A11F2S2642119776,1,2026-08-19 6:21,22:07.0,22:07.0,A11F2S2642119776
25744,A11F2S2642119671,6,2026-08-19 6:21,22:07.0,22:07.0,A11F2S2642119671
25745,A11F2S2642119775,2,2026-08-19 6:21,22:07.0,22:07.0,A11F2S2642119775
25746,A11F2S2642119684,4,2026-08-19 6:21,22:07.0,22:07.0,A11F2S2642119684
25747,A11F2S2642119779,1,2026-08-19 6:21,21:58.0,21:58.0,A11F2S2642119779
25748,A11F2S2642119789,3,2026-08-19 6:21,21:58.0,21:58.0,A11F2S2642119789
25749,A11F2S2642119788,4,2026-08-19 6:21,21:58.0,21:58.0,A11F2S2642119788
25750,A11F2S2642119790,2,2026-08-19 6:21,21:58.0,21:58.0,A11F2S2642119790
25751,A11F2S2642119792,5,2026-08-19 6:21,21:58.0,21:58.0,A11F2S2642119792
25752,A11F2S2642119777,6,2026-08-19 6:21,21:58.0,21:58.0,A11F2S2642119777
25753,A11F2S2642119765,6,2026-08-19 6:21,21:50.0,21:50.0,A11F2S2642119765
25754,A11F2S2642119767,4,2026-08-19 6:21,21:50.0,21:50.0,A11F2S2642119767
25755,A11F2S2642119768,3,2026-08-19 6:21,21:50.0,21:50.0,A11F2S2642119768
25756,A11F2S2642119769,2,2026-08-19 6:21,21:50.0,21:50.0,A11F2S2642119769
25757,A11F2S2642119782,5,2026-08-19 6:21,21:50.0,21:50.0,A11F2S2642119782
25758,A11F2S2642119770,1,2026-08-19 6:21,21:50.0,21:50.0,A11F2S2642119770
25759,A11F2S2642119657,2,2026-08-19 6:21,21:41.0,21:41.0,A11F2S2642119657
25760,A11F2S2642119771,6,2026-08-19 6:21,21:41.0,21:41.0,A11F2S2642119771
25761,A11F2S2642119778,5,2026-08-19 6:21,21:41.0,21:41.0,A11F2S2642119778
25762,A11F2S2642119783,4,2026-08-19 6:21,21:41.0,21:41.0,A11F2S2642119783
25763,A11F2S2642119668,3,2026-08-19 6:21,21:41.0,21:41.0,A11F2S2642119668
25764,A11F2S2642119658,1,2026-08-19 6:21,21:41.0,21:41.0,A11F2S2642119658
25765,A11F2S2642119659,6,2026-08-19 6:21,21:33.0,21:33.0,A11F2S2642119659
25766,A11F2S2642119674,3,2026-08-19 6:21,21:33.0,21:33.0,A11F2S2642119674
25767,A11F2S2642119663,2,2026-08-19 6:21,21:33.0,21:33.0,A11F2S2642119663
25768,A11F2S2642119664,1,2026-08-19 6:21,21:33.0,21:33.0,A11F2S2642119664
25769,A11F2S2642119678,5,2026-08-19 6:21,21:33.0,21:33.0,A11F2S2642119678
25770,A11F2S2642119673,4,2026-08-19 6:21,21:33.0,21:33.0,A11F2S2642119673
25771,A11F2S2642119653,2,2026-08-19 6:21,21:25.0,21:25.0,A11F2S2642119653
25772,A11F2S2642119661,4,2026-08-19 6:21,21:25.0,21:25.0,A11F2S2642119661
25773,A11F2S2642119666,5,2026-08-19 6:21,21:25.0,21:25.0,A11F2S2642119666
25774,A11F2S2642119649,6,2026-08-19 6:21,21:25.0,21:25.0,A11F2S2642119649
25775,A11F2S2642119662,3,2026-08-19 6:21,21:25.0,21:25.0,A11F2S2642119662
25776,A11F2S2642119655,1,2026-08-19 6:21,21:25.0,21:25.0,A11F2S2642119655
25777,A11F2S2642119651,6,2026-08-19 6:21,21:16.0,21:16.0,A11F2S2642119651
25778,A11F2S2642119801,1,2026-08-19 6:21,21:16.0,21:16.0,A11F2S2642119801
25779,A11F2S2642119799,3,2026-08-19 6:21,21:16.0,21:16.0,A11F2S2642119799
25780,A11F2S2642119672,5,2026-08-19 6:21,21:16.0,21:16.0,A11F2S2642119672
25781,A11F2S2642119667,4,2026-08-19 6:21,21:16.0,21:16.0,A11F2S2642119667
25782,A11F2S2642119800,2,2026-08-19 6:21,21:16.0,21:16.0,A11F2S2642119800
25783,A11F2S2642119806,3,2026-08-19 6:20,21:09.0,21:09.0,A11F2S2642119806
25784,A11F2S2642119808,1,2026-08-19 6:20,21:09.0,21:09.0,A11F2S2642119808
25785,A11F2S2642119791,5,2026-08-19 6:20,21:09.0,21:09.0,A11F2S2642119791
25786,A11F2S2642119805,4,2026-08-19 6:20,21:09.0,21:09.0,A11F2S2642119805
25787,A11F2S2642119802,6,2026-08-19 6:20,21:09.0,21:09.0,A11F2S2642119802
25788,A11F2S2642119807,2,2026-08-19 6:20,21:09.0,21:09.0,A11F2S2642119807
25789,A11F2S2642119794,3,2026-08-19 6:20,21:00.0,21:00.0,A11F2S2642119794
25790,A11F2S2642119795,2,2026-08-19 6:20,21:00.0,21:00.0,A11F2S2642119795
25791,A11F2S2642119780,6,2026-08-19 6:20,21:00.0,21:00.0,A11F2S2642119780
25792,A11F2S2642119781,5,2026-08-19 6:20,21:00.0,21:00.0,A11F2S2642119781
25793,A11F2S2642119793,4,2026-08-19 6:20,21:00.0,21:00.0,A11F2S2642119793
25794,A11F2S2642119785,1,2026-08-19 6:20,21:00.0,21:00.0,A11F2S2642119785
25795,A11F2S2642119804,5,2026-08-19 6:20,20:52.0,20:52.0,A11F2S2642119804
25796,A11F2S2642119786,6,2026-08-19 6:20,20:52.0,20:52.0,A11F2S2642119786
25797,A11F2S2642119628,3,2026-08-19 6:20,20:52.0,20:52.0,A11F2S2642119628
25798,A11F2S2642119629,2,2026-08-19 6:20,20:52.0,20:52.0,A11F2S2642119629
25799,A11F2S2642119798,4,2026-08-19 6:20,20:52.0,20:52.0,A11F2S2642119798
25800,A11F2S2642119630,1,2026-08-19 6:20,20:52.0,20:52.0,A11F2S2642119630
25801,A11F2S2642119623,2,2026-08-19 6:20,20:44.0,20:44.0,A11F2S2642119623
25802,A11F2S2642119622,3,2026-08-19 6:20,20:44.0,20:44.0,A11F2S2642119622
25803,A11F2S2642119621,4,2026-08-19 6:20,20:44.0,20:44.0,A11F2S2642119621
25804,A11F2S2642119625,1,2026-08-19 6:20,20:44.0,20:44.0,A11F2S2642119625
25805,A11F2S2642119631,6,2026-08-19 6:20,20:44.0,20:44.0,A11F2S2642119631
25806,A11F2S2642119632,5,2026-08-19 6:20,20:44.0,20:44.0,A11F2S2642119632
25807,A11F2S2642119611,2,2026-08-19 6:20,20:36.0,20:36.0,A11F2S2642119611
25808,A11F2S2642119609,4,2026-08-19 6:20,20:36.0,20:36.0,A11F2S2642119609
25809,A11F2S2642119619,6,2026-08-19 6:20,20:36.0,20:36.0,A11F2S2642119619
25810,A11F2S2642119610,3,2026-08-19 6:20,20:36.0,20:36.0,A11F2S2642119610
25811,A11F2S2642119612,1,2026-08-19 6:20,20:36.0,20:36.0,A11F2S2642119612
25812,A11F2S2642119620,5,2026-08-19 6:20,20:36.0,20:36.0,A11F2S2642119620
25813,A11F2S2642119757,1,2026-08-19 6:20,20:28.0,20:28.0,A11F2S2642119757
25814,A11F2S2642119755,3,2026-08-19 6:20,20:28.0,20:28.0,A11F2S2642119755
25815,A11F2S2642119756,2,2026-08-19 6:20,20:28.0,20:28.0,A11F2S2642119756
25816,A11F2S2642119638,4,2026-08-19 6:20,20:28.0,20:28.0,A11F2S2642119638
25817,A11F2S2642119613,6,2026-08-19 6:20,20:28.0,20:28.0,A11F2S2642119613
25818,A11F2S2642119614,5,2026-08-19 6:20,20:28.0,20:28.0,A11F2S2642119614
25819,A11F2S2642119759,5,2026-08-19 6:20,20:20.0,20:20.0,A11F2S2642119759
25820,A11F2S2642119761,4,2026-08-19 6:20,20:20.0,20:20.0,A11F2S2642119761
25821,A11F2S2642119758,6,2026-08-19 6:20,20:20.0,20:20.0,A11F2S2642119758
25822,A11F2S2642119764,1,2026-08-19 6:20,20:20.0,20:20.0,A11F2S2642119764
25823,A11F2S2642119763,2,2026-08-19 6:20,20:20.0,20:20.0,A11F2S2642119763
25824,A11F2S2642119762,3,2026-08-19 6:20,20:20.0,20:20.0,A11F2S2642119762
25825,A11F2S2642119748,3,2026-08-19 6:20,20:12.0,20:12.0,A11F2S2642119748
25826,A11F2S2642119746,5,2026-08-19 6:20,20:12.0,20:12.0,A11F2S2642119746
25827,A11F2S2642119745,6,2026-08-19 6:20,20:12.0,20:12.0,A11F2S2642119745
25828,A11F2S2642119751,1,2026-08-19 6:20,20:12.0,20:12.0,A11F2S2642119751
25829,A11F2S2642119750,2,2026-08-19 6:20,20:12.0,20:12.0,A11F2S2642119750
25830,A11F2S2642119747,4,2026-08-19 6:20,20:12.0,20:12.0,A11F2S2642119747
25831,A11F2S2642119766,4,2026-08-19 6:19,20:03.0,20:03.0,A11F2S2642119766
25832,A11F2S2642119636,1,2026-08-19 6:19,20:03.0,20:03.0,A11F2S2642119636
25833,A11F2S2642119634,3,2026-08-19 6:19,20:03.0,20:03.0,A11F2S2642119634
25834,A11F2S2642119772,5,2026-08-19 6:19,20:03.0,20:03.0,A11F2S2642119772
25835,A11F2S2642119753,6,2026-08-19 6:19,20:03.0,20:03.0,A11F2S2642119753
25836,A11F2S2642119635,2,2026-08-19 6:19,20:03.0,20:03.0,A11F2S2642119635
25837,A11F2S2642119646,3,2026-08-19 6:19,19:55.0,19:55.0,A11F2S2642119646
25838,A11F2S2642119656,5,2026-08-19 6:19,19:55.0,19:55.0,A11F2S2642119656
25839,A11F2S2642119648,1,2026-08-19 6:19,19:55.0,19:55.0,A11F2S2642119648
25840,A11F2S2642119637,6,2026-08-19 6:19,19:55.0,19:55.0,A11F2S2642119637
25841,A11F2S2642119645,4,2026-08-19 6:19,19:55.0,19:55.0,A11F2S2642119645
25842,A11F2S2642119647,2,2026-08-19 6:19,19:55.0,19:55.0,A11F2S2642119647
25843,A11F2S2642119640,2,2026-08-19 6:19,19:47.0,19:47.0,A11F2S2642119640
25844,A11F2S2642119639,3,2026-08-19 6:19,19:47.0,19:47.0,A11F2S2642119639
25845,A11F2S2642119650,4,2026-08-19 6:19,19:47.0,19:47.0,A11F2S2642119650
25846,A11F2S2642119641,1,2026-08-19 6:19,19:47.0,19:47.0,A11F2S2642119641
25847,A11F2S2642119626,6,2026-08-19 6:19,19:47.0,19:47.0,A11F2S2642119626
25848,A11F2S2642119644,5,2026-08-19 6:19,19:47.0,19:47.0,A11F2S2642119644
25849,A11F2S2642119739,1,2026-08-19 6:19,19:39.0,19:39.0,A11F2S2642119739
25850,A11F2S2642119642,6,2026-08-19 6:19,19:39.0,19:39.0,A11F2S2642119642
25851,A11F2S2642119738,2,2026-08-19 6:19,19:39.0,19:39.0,A11F2S2642119738
25852,A11F2S2642119643,5,2026-08-19 6:19,19:39.0,19:39.0,A11F2S2642119643
25853,A11F2S2642119633,4,2026-08-19 6:19,19:39.0,19:39.0,A11F2S2642119633
25854,A11F2S2642119737,3,2026-08-19 6:19,19:39.0,19:39.0,A11F2S2642119737
25855,A11F2S2642119754,4,2026-08-19 6:19,19:31.0,19:31.0,A11F2S2642119754
25856,A11F2S2642119742,3,2026-08-19 6:19,19:31.0,19:31.0,A11F2S2642119742
25857,A11F2S2642119740,6,2026-08-19 6:19,19:31.0,19:31.0,A11F2S2642119740
25858,A11F2S2642119760,5,2026-08-19 6:19,19:31.0,19:31.0,A11F2S2642119760
25859,A11F2S2642119743,2,2026-08-19 6:19,19:31.0,19:31.0,A11F2S2642119743
25860,A11F2S2642119744,1,2026-08-19 6:19,19:31.0,19:31.0,A11F2S2642119744
25861,A11F2S2642119731,2,2026-08-19 6:19,19:22.0,19:22.0,A11F2S2642119731
25862,A11F2S2642119735,5,2026-08-19 6:19,19:22.0,19:22.0,A11F2S2642119735
25863,A11F2S2642119717,6,2026-08-19 6:19,19:22.0,19:22.0,A11F2S2642119717
25864,A11F2S2642119729,4,2026-08-19 6:19,19:22.0,19:22.0,A11F2S2642119729
25865,A11F2S2642119730,3,2026-08-19 6:19,19:22.0,19:22.0,A11F2S2642119730
25866,A11F2S2642119732,1,2026-08-19 6:19,19:22.0,19:22.0,A11F2S2642119732
25867,A11F2S2642119734,6,2026-08-19 6:19,19:15.0,19:15.0,A11F2S2642119734
25868,A11F2S2642118870,3,2026-08-19 6:19,19:15.0,19:15.0,A11F2S2642118870
25869,A11F2S2642119736,4,2026-08-19 6:19,19:15.0,19:15.0,A11F2S2642119736
25870,A11F2S2642119723,5,2026-08-19 6:19,19:15.0,19:15.0,A11F2S2642119723
25871,A11F2S2642118884,2,2026-08-19 6:19,19:15.0,19:15.0,A11F2S2642118884
25872,A11F2S2642118877,1,2026-08-19 6:19,19:15.0,19:15.0,A11F2S2642118877
25873,A11F2S2642118890,1,2026-08-19 6:18,19:06.0,19:06.0,A11F2S2642118890
25874,A11F2S2642118871,2,2026-08-19 6:18,19:06.0,19:06.0,A11F2S2642118871
25875,A11F2S2642118876,3,2026-08-19 6:18,19:06.0,19:06.0,A11F2S2642118876
25876,A11F2S2642118875,4,2026-08-19 6:18,19:06.0,19:06.0,A11F2S2642118875
25877,A11F2S2642118874,5,2026-08-19 6:18,19:06.0,19:06.0,A11F2S2642118874
25878,A11F2S2642118873,6,2026-08-19 6:18,19:06.0,19:06.0,A11F2S2642118873
25879,A11F2S2642118865,3,2026-08-19 6:18,18:58.0,18:58.0,A11F2S2642118865
25880,A11F2S2642118861,6,2026-08-19 6:18,18:58.0,18:58.0,A11F2S2642118861
25881,A11F2S2642118864,4,2026-08-19 6:18,18:58.0,18:58.0,A11F2S2642118864
25882,A11F2S2642118848,2,2026-08-19 6:18,18:58.0,18:58.0,A11F2S2642118848
25883,A11F2S2642118863,5,2026-08-19 6:18,18:58.0,18:58.0,A11F2S2642118863
25884,A11F2S2642118878,1,2026-08-19 6:18,18:58.0,18:58.0,A11F2S2642118878
25885,A11F2S2642119704,2,2026-08-19 6:18,18:50.0,18:50.0,A11F2S2642119704
25886,A11F2S2642118868,5,2026-08-19 6:18,18:50.0,18:50.0,A11F2S2642118868
25887,A11F2S2642118867,6,2026-08-19 6:18,18:50.0,18:50.0,A11F2S2642118867
25888,A11F2S2642119693,1,2026-08-19 6:18,18:50.0,18:50.0,A11F2S2642119693
25889,A11F2S2642118869,4,2026-08-19 6:18,18:50.0,18:50.0,A11F2S2642118869
25890,A11F2S2642119703,3,2026-08-19 6:18,18:50.0,18:50.0,A11F2S2642119703
25891,A11F2S2642119710,1,2026-08-19 6:18,18:42.0,18:42.0,A11F2S2642119710
25892,A11F2S2642119713,5,2026-08-19 6:18,18:42.0,18:42.0,A11F2S2642119713
